,tweet,label,pred
307,"I don’t care who is in office, I’m not taking a rushed vaccine. Period. https://t.co/GA3YQWJePP",0,1
308,I won't take @pfizer's damn vaccine. https://t.co/VHRgwBqBXq,0,0
309,"Hmmm how many of those folks got the flu shot🤔 I could be wrong but, isn’t a corona virus in the vaccine? All part of the past bird flu etc...so where is the death rates CDC said actually 6% in the US after separate the primary causes like liver cancer, auto accidents @LouDobbs https://t.co/ZY1QPuyvN3",0,0
310,People whose cheap thrill is to spoil other people's already bad moods should get the corona vaccine last,1,0
311,"Pfizer announced that its candidate vaccine is 90 percent effective in preventing coronavirus disease infections in the ongoing Phase 3 trials and may reach the Philippines by the first quarter of 2021.

Story: https://t.co/1aKumvN88g",1,2
312,"CDC to track coronavirus vaccine recipients through smartphone app, daily text messages | News | LifeSite https://t.co/FIOFnAV7lG",1,1
313,CoVPN #COVID-19 Vaccine Efficacy Trial Immune Correlates SAP:   https://t.co/LQNcATEfx4,1,1
314,"Why?
"" Important
While the vaccine may help protect you from coronavirus, it's still important to follow social distancing guidance and other restrictions to keep each other safe.""
https://t.co/ZgIWrRc8th https://t.co/UJKyz94hO9",1,1
315,"@USAWatchdog BREAKING NEWS: OXFORD STUDY SHOWS COVID SHUTDOWNS ARE BASED ON 'FAKE' DATA Study after study, show data is fake & No one is truly Dying of Covid  The whole thing is based on theft of Freedoms, Vaccines,& theft of Wealth It can't be denied any more! #WakeUpAmerica  https://t.co/NyQQjfV46f",0,0
316,"Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/olu42WCtTR",1,1
317,"@realDonaldTrump So it turns out you have a financial stake in the pharmecutical company called Sanofi that produces....wait for it....HYDROXYCHLOROQUINE!  You really are a repugnant, reprehensible monster. You are the absolute least that our species has ever produced.",1,0
318,Sharing an update on the progress of our #COVID19 vaccine candidate. #PFEColleague https://t.co/L6yVP0mnQV,1,1
319,"Covid-19 vaccine more than 90% effective in preventing disease in preliminary results, says drugs firm Pfizer",1,2
320,"Most countries are giving vaccine without charge, we can do this much at least for the dose. Even a corporate can fund it for the poor people. https://t.co/akSC5ud7Pz",2,1
321,"@HuffPost Which is more pathological: coronavirus or fascism?🤔 I would say fascism, because there’s at least a vaccine coming for coronavirus.",2,0
322,"“You can’t put the genie back in the bottle” @SabinaTech from @pfizer explains during #TechUpTalks, in reference to the use of technologies in #healthcare that have come about due to #COVID19 - check out what she had to say  https://t.co/OlRL45Kf0T #TechUpForWomen #WomenInTech  https://t.co/74mxoVnfQw",1,1
323,"No vaccine for me until 2022 latest and if that means losing some of my rights, so be it. https://t.co/EMcrYIZvDl",0,0
324,"#VaccinesWork .When the #coronavirus will be available to everyone, not getting vaccinated at your own risk isn't gonna put vaccinated (immunized) people at risk. https://t.co/IKS4xD3O7i",2,1
325,"Vaccines take time. No way should this be a quick process.  

Coronavirus: How long does it really take to get a vaccine ready? We explain to you the process | The Times of India https://t.co/GraRHmMdXc",0,1
326,"so the counter argument: has #pfizer 100% ruled out
CHEATING
#data fudging or IMPROPER wtf -isit
w/
@pfizer 90% efficacy #vaccine trials #covid19 (that HOAX ;) 
#coronavirus https://t.co/iJD4QCL5zi",0,0
327,Care homes to be FIRST to receive coronavirus vaccine that could roll out before Christmas https://t.co/o3upegtJBh,1,2
328,"#vaccine  Government has to give free vaccine  Government which were all distributed free vaccines for all pandemic deceases till now.  This gentel man says no free vaccine To all,did corona bifurcated by rich and poor.  https://t.co/HYOagvkyvI",2,0
329,Pfizer's coronavirus vaccine is FDA-authorized. How the supply chain has been preparing for this moment.  https://t.co/aekCE2eUXb  https://t.co/CUA3ixB7Nb,2,1
330,Right so this is based on 94 volunteers. A rushed vaccine which we do not know what the side effects are yet? How do you know if you are in the 90% club or the 10% club? https://t.co/mbMmgrX632,0,0
331,"Thread by @DrewHolden360: 🧵Thread🧵 Pfizer announced positive trial results for their coronavirus vaccine today. That’s great news, but it’s undermined when Dems  https://t.co/ZOkpQOuYXR",2,2
332,"@birdie_golden @blove65 @HillaryClinton It has been increased $100 million, and $440 million to NIAID.",1,1
333,Why a COVID-19 vaccine might be different from others https://t.co/6KtxiMvMo6 via @wef,1,1
334,"@IvankaTrump Your dad also promised:

It will be disappear like a miracle. 
No one will mention COVID-19 after Nov. 3rd.
disinfectant/UV can kill it
Hydroxychloroquine can cure it

If your dad kept the above promises, there is no need to have COVID-19 #vaccines. 

Pls help your dad to keep it",0,0
335,Sharing an update on the progress of our #COVID19 vaccine candidate. #PFEColleague https://t.co/MYqDQ8tHg7,1,1
336,"@rtenews I won't take it as Covid19 survival rate is over 99.8% and fast-tracked vaccination won't be safe.. According to data from VAERS, more than 64,000 case reports of adverse events have been reported after individuals received fast-tracked Gardasil vaccine
https://t.co/MJuaWvYx79",0,0
337,So your advice is to get the virus [that kills people] not the vaccine? I swear to God only straight white men are allowed to be this fucking stupid and run for office. https://t.co/c45fxCaupz,0,0
338,@RedWolvezDen @griff_989 @bblock29 The COVID-19 vaccine will be free. Free insofar as nothing more than the taxes you’ve paid. I 100% understand your despise of big pharma.  Don’t let that stop you from getting a free COVID vaccine.,2,0
339,"Inject this into my veins. Literally. 2020 has been awful, but the hope I have felt this last week was much needed. Here’s to hoping there are no setbacks and we can have a vaccine at some point in 2021. https://t.co/7oDxR0udoX",2,0
340,"Flu vaccines never reach 90%, enough said.....

What does Pfizer's '90% effective' COVID-19 vaccine actually mean? https://t.co/9wxudXk4Yf via @nypost",1,1
341,"Interesting point. Painting Big Pharma as the saviour is problematic. 

Pfizer have been handed record fines in the US and UK in the past.

Their interest is the bottom line, not public health. 

#vaccine 
#CovidVaccine https://t.co/BPEuxIwXBF",0,0
342,Looking forward to this live conversation today @ 5pm on the #COVIDVACCINE in this #COVIDー19 #pandemic !  @uliwb @BharatBiotech @neerajPATH @lancelot_pinto  @EuniceAnnLobo @nishantachavan @namita_kohli @leepyne @s_keshavjee @RenuSwarup @swagata_y @dawalelo @JNJGlobalHealth @PIH,1,2
343,"Fantastic news!!!  Pfizer says early analysis shows its Covid-19 vaccine is 90% effective
https://t.co/aXhYBkBl2A #COVID19 #vaccine",2,2
344,"Brexit is not related to speed of Covid-19 vaccine delivery in UK, says health expert https://t.co/KYfO5b3uZj",1,1
345,"@Annakhait I am completely against mandatory vaccines, especially when you look at these covid-19 vaccines that are coming, these will change your body's DNA. No thanks. https://t.co/uq7pA1CkVi
And
https://t.co/VrSTPVOFrZ",0,0
346,The vaccine to COVID-19 has been found thanks to Pfizer!?!? YES. YES!!! YES!!!!! YES!!!!!!! LET'S MOTHERFUCKING GO!!!!!!!!!!! https://t.co/9N4JQ3AiY1,2,2
347,Hackers 'try to steal Covid vaccine secrets in intellectual property war' https://t.co/aoTyWLevP3 #COVID19 #coronavirus #Hacking #vaccine #Russia #China #Iran #NorthKorea,1,0
348,@Crof REALLY needed some good news for Christmas! 😊🙏”Why getting COVID-19 vaccines approved in Canada won't be 'overnight solution' to pandemic” #cdnpoli #bcpoli  https://t.co/PBzG4Lr7p9,2,2
349,"Some good news today. Among the vaccine manufactures the Philippines is in talks with is Pfizer, through the Department of Foreign Affairs. Fingers crossed the findings hold up till the end of trials https://t.co/W6tkhO3c3M",2,2
350,Dow opens higher on more upbeat COVID-19 vaccine news https://t.co/QhQjF051bV,1,1
351,"Coronavirus: Matt Hancock asks NHS to be ready to deploy COVID-19 vaccine from start of December
https://t.co/ZVSZsAaAcZ
🤞",1,1
352,I appeal to all the citizens of India that enjoy the festival's but do not forget that still there is risk of Corona virus & no vaccine for it so take necessary precautions & avoid crowded place @narendramodi @AmitShah @JPNadda @KailashOnline @DilipGhoshBJP @BJP4Bengal  https://t.co/mwqqEDRmi5,1,0
353,"The FDA is ""going to meet on December 10th to discuss whether to approve the vaccine"". Hmm... Hey, just a couple thousand people dying a day. Trump admin no longer interested in a vaccine. https://t.co/ygoA2YY37p",1,0
354,"So.... I should have got the keys to my new house last month and because of the covid and lockdown, the construction has been delayed. Im hoping the vaccine can be mass produce soon.",2,0
355,Good news if it works! And I’m teaching a course on reporting vaccine science for @TRF later this month so this announcement will throw up some great case studies. #mediadev https://t.co/nkYY0U10JJ,2,2
356,"Get the news that is important to you from Palm Beach TV.   COVID cases continue to rise but the Town is prepared for the vaccine, set up your File of Life, Help the Palm Beach Civic Association Nourish Our Neighbors in Need, and more.   https://t.co/RkoQ07oOjt",2,1
357,"I believe the Nuremberg Code is still in existence, so there will be no compulsory vaccination; I won’t have this vaccine if there were no Nuremberg Code!! #IDoNotConsent https://t.co/WTG1lrGXCm",0,1
358,"Moderna to charge $25-$37 for COVID-19 vaccine: CEO

https://t.co/3B6LKvAxwi https://t.co/V5VmeXuBeQ",1,1
359,"the vaccine will work. MEANWHILE, over 80% of people TESTING POSITIVE FOR COVID didn’t know they had it because SYMPTOMS WERE SO MILD. #CantMakeThisUp""",0,0
360,"AstraZeneca said Monday that late-stage trials showed its coronavirus vaccine was up to 90% effective, giving public health officials hope they may soon have access to a vaccine that is cheaper and easier to distribute than some of its rivals.

https://t.co/3DwQDSwgGF",2,2
361,Good to know. But not taking any vaccine. But for those gullible ones go ahead. Most of them like free anyway https://t.co/tJwzMrYDcx,0,1
362,"""UK approves Pfizer/BioNTech COVID-19 vaccine and could begin vaccinations next week""  https://t.co/bpOzYNwQ8q",1,2
363,"A Covid-19 vaccine may cause unpleasant side effects. People should be prepared, scientists say. https://t.co/zSF72J4ury via @nbcnews",0,0
364,"Corona Virus has made us realize 1. We need vaccines, not weapons. 2. We need compulsory medical education, not compulsory military training. 3. We need to build hospitals, not statues. 4. We need to reduce Income inequality.  1 percent Indians own 57 % of nation's wealth.",2,1
365,We do not need a vaccine to escape lockdown. #FalseNarrative #ScamdemicIsOver #SCAMDEMIC2020 https://t.co/aRIKSZoRzf,0,0
366,"90% people get cure by own immunity, we need vaccine which will be 100% effective. https://t.co/RI4vKjYju7",0,1
367,It's sad that @pfizer announced they have a 90% effective vaccine for COVID but also announced that they aren't a part of @realDonaldTrump's Operation Warp Speed so it will still be several years before @US_FDA approves its use. If FDA approves it then @pfizer was part of OWS.,1,0
368,"@AARP @latimes @WhiteHouse @POTUS @LizRNC @GOP   Watch #MassMurderer TRUMP pull a ""fake COVID vaccine"" out of his Morbidly Obese Arse before he loses the election.  He LIED that's Fatal: 190,128+ DEAD.  This Fat Fuck also called our Veterans & Soldiers ""SUCKERS & LOSERS.""  https://t.co/B2gEwcb39t",0,0
369,@Charbros1 @piersmorgan What makes you think it will be safe? Vaccines take years of trials several volunteers for covd19 have succumbed to transverse myelitis. No vaccine is safe none! Not an anti vaccine person just a realist!,0,0
370,"💉Vaccine confidence – including perceptions of safety, effectiveness, and importance – has fallen in many countries. How can we build trust to support routine vaccination – and a potential #COVID19 #vaccine?

New blog from @exemplarshealth: https://t.co/peGQLa9mU0 @vaccine_trust https://t.co/izBRtjHDIT",1,1
371,"No way im letting that mass murderer Bill Gates, inject me with a 'vaccine' that will actually kill millions and implant microchip tracking devices into us all....

I like to let my phone and social media track me instead https://t.co/5muTjokgo1",0,0
372,"Off you go coronavirus, pack your bags :) #coronavirus #vaccine",2,2
373,"Canadians worry vaccine won’t come fast enough to stop coronavirus surge: Ipsos
https://t.co/kNcUvsBDlQ",2,0
374,"@whatsinside Yeah no thanks. I can’t do normal seasonal flu vaccines (a generic coronavirus vaccine if y’all didn’t know) that have been around for years. I’m not trying my luck at one that is new, likely won’t work, and likely has some kind of gov backed evil plans. No thanks.",0,0
375,"Obama, Bush and Clinton say they will take the COVID-19 vaccine publicly to gain public trust https://t.co/0cewglYFUH",2,1
376,@ishkarnBHANDARI One think people are getting confused about medicine for Covid19 and vaccines. Medicine for cure and vaccines for creating anti-bodies. Hopefully it's safe. Strangely Isreal has allowed London to overtake it in scientific forum.,2,0
377,"I won’t be taking any rushed vaccine, I don’t need one and neither do most other people https://t.co/BYZSSMJ40Z",0,1
378,Who will get the Covid-19 vaccine first and when will I receive it? https://t.co/9Sz3PLyLJg,1,1
379,"Stk mkts mixed -with Europe and Asia(+) but US(-)-, along govt bond yields, while the USD(-) on optimism of a possible deal about new fiscal stimulus in the Eurozone. Investors also focused on additional stimulus in the US and results of a vaccine clinical trial by @AstraZeneca  https://t.co/0joEdAeaFF",1,1
380,How scientists and health officials can address mistrust of a COVID-19 vaccine — and why it matters https://t.co/Q0FvxEDS5z via @businessinsider,1,1
381,I've seen no less than a dozen companies claim to have a vaccine since March. #COVID19 #vaccine,1,1
382,"Our December issue  https://t.co/h9vGfwpqUa is online: with an editorial on COVID-19 vaccines, a single-molecule electret device, deep-learning for functionality in nano devices and much more...  https://t.co/etiMpB3d8L",1,1
383,Pfizer says early data signals COVID-19 vaccine is effective https://t.co/SOqAIGYrZ3 via @medical_xpress,1,1
384,Vast majority' of Canadians could access COVID-19 vaccine by late 2021  https://t.co/l5m3cnt8mM,1,1
385,wow... of course makes sense Yale is a gates GAVI vaccine pusher and  dna harvester.. we know Yale https://t.co/XStyxzHIhB,0,1
386,"November 20, 2020🇨🇦

For more information on the COVID-19 pandemic across Canada and around the world, click the link below!

https://t.co/KRS8Qi65md

#COVID19 #coronavirus  #COVIDー19 #vaccine #Lockdown #Covid #pandemic #DougFord #onpoli #cdnpoli #Toronto #Ontario #Canada https://t.co/zdldo7f2TS",1,0
387,can't wait to pump gamer juice (covid vaccine) into my veins,2,2
388,"So there it is folks.All #coronavirus bs was a hoax put together by political class,Media and big Tech to get rid of #Trump .   #Pfizer  #vaccine #coronavirus",0,0
389,"@KahlonRav @jjhorgan Must Watch: Latest German #COVID19 analysis explained #Vaccine   ""Corona is just getting started"" #covid19 (Corona geht gerade erst los, English CAPTIONS NEEDED)  https://t.co/7M8UiAAe3D",1,1
390,"@drdavidsamadi This isn’t about COVID-19. COVID-19 was the push needed to get genetic-based vaccines among the population, to advance this unknown science of nanoparticles in the human body. We are the guinea pigs essentially.",0,1
391,@CNBC No thanks. How can you trust there's no long term side effects when the vaccine has only been around for a few months? Why do the vaccine companies need indemnity from prosecution if they think their vaccine is safe? When has there ever been a successful coronavirus vaccine?,0,0
392,"Turkish vaccine? i dont want it, shove it up your ass, i'll take my chances with COVID19",0,0
393,PH scientist discover the Corona Virus Vaccine Thanks PH scientist Keep healthy and safe God bless all  https://t.co/fqKnnVBVq1,2,2
394,"@RantyAmyCurtis @pfizer Be well, girl! Merry Christmas to you and your family!",1,2
395,This is the good news about a possible COVID-19 vaccine https://t.co/nTSP71GnVN,2,2
396,My sister is a 60 yr old Minister who does hospice work in nursing homes. Several of her coworkers have gotten COVID. She found out today that she will be getting the vaccine on Jan 21st. I'm so relieved.,2,2
397,"@POLITICOEurope I'm sure NHS staff can't wait 🙄
A rushed Covid-19 Vaccine shouldn't be compulsory

""Dozens of NHS workers are fighting for compensation after developing narcolepsy from a swine flu vaccine that was rushed into service without the usual testing""

https://t.co/pvAH3ueAhy",0,0
398,Y’all gon get the Corona vaccine when its released?,1,1
399,"So the 'flu vaccine' has been under development for 70 years, and still it's only effective on 6/10 people at best!! Great news that it's only taken 8 months to research, develop, and test a vaccine for Covid19.... Just fuck off will you, stop taking the piss.",0,0
400,"@DailyCaller I would like to know who they surveyed, because MY male republican family and friends are a resounding NO on the covid vaccine.",0,0
401,"@IvankaTrump Thanks to the tireless work of the Pfizer scientists and to the willingness of clinical trial volunteers.  You had nothing to do with it, Nepotism Barbie.",2,0
402,Our wipe clean partition panels for COVID-19 vaccination centres are available for hire across the UK. We have been supporting many Universities across the country with their student testing programmes and are now working with health authorities in their planning for vaccinations https://t.co/FkazhrYYty,1,1
403,For God's sake develop a basic proficiency in maths and check out the https://t.co/riwDWVQKs1 website... your immune system is more effective than #PfizerBiontech claim for their brand-spanking rushed-through super-duper useless #vaccine https://t.co/vToa203yyu #dothemaths https://t.co/Q8BkbG5Zdl https://t.co/vDg9OSPF1I,0,0
404,"#COVID19 : Pfizer and BioNTech’s Covid-19 vaccine found to be 90% effective . 
 https://t.co/PhHJFD02nc",1,1
405,"Moderna, Pfizer Coronavirus Vaccines Begin Final-Stage Testing - WSJ  https://t.co/BV9GNxe5eA",2,1
406,@BPredict And the early stages of work on a SARS-vaccine has been a headstart for work on the COVID-19 vaccine,2,2
407,@VarshaEGaikwad @CMOMaharashtra Dear Mam               Kindly plz rethink about opening the schools as the mumbai is the hotspot of the Corona virus.  I think tell the vaccines are not there we should have online studies.,2,0
408,"@AlexPalmerama @Josh61082595 @Realistic_Live @HagleyTom1234 @SkyNews The virus can hijack the immune system. This is a new
coronavirus that we still know little about. Could the second
infection be worse? Could the vaccine make the virus
stronger? How do they know the vaccine works? There's
been too little time to check the safety to be honest.",0,0
409,"If the vaccine has a guaranteed 90% chance of working, but COVID-19 has a 99.9% survival rate. They are obviously not injecting you with a vaccine, so what do you think it is ?",0,0
410,"@Iwerzon @IvoGraham This is more accurate Pfizer vaccine: effective, protective and safe Modena vaccine: effective, protective and safe Oxford vaccine: effective, protective, safe and, not-for-profit",2,2
411,https://t.co/X2qVMafjRI Great Britain wants to have Covid-19 vaccine flown in if necessary https://t.co/WS09EqCTEo Our Hashtag Results Toxic Election Donald Trump vs. Joe Biden 2020 #FWN #freeworldnews https://t.co/tDeW0hb5So,1,1
412,Why Nigeria should embrace mRNA vaccine to conquer COVID-19   https://t.co/6wCFTFwoOe,2,1
413,"Pharmaceutical company Pfizer says early data suggests its potential vaccine is ""more than 90% effective"" against covid-19 https://t.co/R4t42cWon5",1,1
414,@perripeltz @mikeallen @danprimack @moderna_tx @alexi @RepCardenas @felixsalmon @SouthwestAir @hbomax @HBODocs @MattODocs How does this walking corpse explain Americans For Prosperity @AFPhq and the total political control of alt-right state legislatures? Especially here (Tennessee). It's criminal.,1,0
415,@Effiedeans It is different from previous vaccines in that it uses the bodies own protein expression mechanisms to synthesise covid antigens. This makes it easily scalable but a target for doom mongers.,2,1
416,"It's Suspishy that there's not a vaccine for aids or A cure for Cancer. But people are quick to rush a ""vaccine "" for a respiratory flu. That came out this year from a lab. I feel like this was planned tbh. Would rather not have my DNA strands altered https://t.co/dIPDhNAywi",0,0
417,The mink version of #Covid19 may well put an end to any hope of a vaccine #r4today @BBCr4today,1,0
418,"@Des_Unsociable @normanswan The SIV and HIV example was merely a comparison. 

I think you may have heard about the Oxford vaccine. It is a genetically modified common cold virus that originally infected chimpanzees.

#covid19 #Covid19Aus
https://t.co/47cAHaDK8f",0,1
419,"Thanks for your Bigly work on the vaccine, LKA https://t.co/G17WnwZVYz",2,2
420,Covid: Have we finally got a coronavirus vaccine? https://t.co/Bv4tCu161E,1,1
421,@Avenger2Toxic They are immune to covid and not the flu because they have had FLU VACCINES and NO COVID VACCINES!!!!!! 👀🤩,1,0
422,"@Newsweek Funny how Trump & his supporters can't tell the difference between congratulating the scientists & congratulating yourself. And with every respect to Moderna's vaccine, two more announcements are imminent from Europe & UK with exactly the same results.",2,0
423,@amyklobuchar Like maybe one that facilitates the fast development of a vaccine for covid.,2,1
424,Any Government who proposes mandatory vaccines is no better than the Third Reich.  There is no place for them in the UK. This WILL bring the Govt down #SteveBakerHW. And take Labour with it. https://t.co/bQO8Kajypv,0,0
425,"@dundee8cologne1 @HuffPostUK No one wants to be in lockdown. It has greatly affected my life! But, being someone who might be at higher risk for severe illness from COVID-19, I wouldn't want to be part of the victims statistics. We need to find a way of containing it until a vaccine is found.",2,0
426,"@realDonaldTrump YUP !   AND YOU HAD ABSOLUTELY NOTHING TO DO WITH THIS !!!  MAN HOW MUCH GOOD NEWS CAN WE TAKE IN ONE WEEK.  LAST WEEK WE FIND THAT YOUR LYING A$S IS VOTED OUT, AND THIS WEEK PROMISING NEWS ON A #vaccine #coronavirus #Election2020 #TrumpIsLosing",2,0
427,"Wow, that’s quite a number, filled with hope. Implications for the underlying mRNA technology are potentially broader; a new modality matures - at least for vaccines. https://t.co/TTf13HZFG7",2,2
428,Trump turns on Pfizer over vaccine timing  https://t.co/bupgrYAoIq via @Yahoo   That is so Trump. Take credit for anything good even when you had nothing to do with it. Never take blame for anything bad even when it is all you fault. He is the king of douchebaggery. #Douchebaggery,2,0
429,"@davidkurten @PerditaMDurango Our own immune system is 99.85% successful in defeating Covid19 so why would we risk an experimental vaccine only a debatable 90% successful.
Which has never been used on humans &amp; has been rushed through by a dishonest government who has lied about the whole thing.",0,0
430,Rate of recovery from COVID19 is 99.9% why would anyone use a vaccine with a 90% effectiveness rate? https://t.co/1CevQePdn9,0,1
431,#COVID19 vaccines must be made available to all. Governments and #BigPharma must stop Global medical apartheid. https://t.co/uS59dzZ9jk,2,0
432,The company said that the analysis found that the vaccine was more than 90 percent effective in preventing the disease among trial volunteers who had no evidence of prior coronavirus infection.,1,1
433,"Pfizer's late-stage coronavirus vaccine trial is near complete enrollment with 42,000 volunteers https://t.co/6Q0y2JwDfq #business #news https://t.co/8kvyepFALT",1,1
434,"@menakadoshi @sanaa_blue The night Chandrayan was scheduled to land on the moon,Republic TV flashed the news that India was going to achieve what no other country had dared to venture etc. Much the same is likely to happen in re covid vaccine issue",1,1
435,Was a little nervous but very excited I got my first round of the Covid vaccine today!💪🏼,2,2
436,"The announcement by #Pfizer that the #vaccine was more than 90 percent effective in a large-scale clinical trial has lifted the mood of Qatar’s #travel and #hospitality sector

#Qatar #Covid19 

https://t.co/WayPnN0Td4",2,2
437,"@Harryrodseven @Sundae_Gurl *This year we have covid *and* the flu. The flu hasn't gone anywhere. *Covid is deadlier, has much worse long-term effects, and it's more contagious. *There is a vaccine for the flu.",1,0
438,btw for you anti-vaxxers weirdos this isn’t the final vaccine. but this had exceeded the FDA’s 50% effectiveness target which was proposed. this is the first n initial vaccine which then will pave the way for more effective vaccines to come in terms of safety n potency. https://t.co/iwJTmvJFng,2,0
439,"YouTube, Facebook and Twitter align to fight Covid vaccine conspiracies - BBC News  https://t.co/iZxgMrFSwL",2,1
440,"This isn’t about #COVID-19. COVID-19 was the push needed to get genetic-based vaccines among the population, to advance this unknown science of #nanoparticles in the human body. We are the guinea pigs essentially. https://t.co/XeykRk9yyc",0,1
441,"😳 Dow futures jump 1,200 points on positive Covid-19 vaccine data @CNBC https://t.co/sXCAjJvtqL",1,1
442,"Sooooo, now it's ""can be"" and ""up to""... 🤔 Science my arse🤬 🧐  ""University of Oxford’s COVID-19 vaccine can be up to 90% effective, trial shows""   https://t.co/m3enXhQZSt",0,1
443,Encouraging news for #COVID19 vaccine #Cyprus https://t.co/ILYFPBiFid,2,2
444,"""Both #Moderna and #BioNTech – which had been founded by a #Turkish born entrepreneur called Ugur Sahin,...  In 2017, Moderna began developing a potential Zika virus #vaccine, while in 2018 BioNTech entered into a partnership with #Pfizer to develop #mRNA vaccines for influenza"" https://t.co/RYmmtrTisk",1,1
445,Get lost COVID-19 🐑🐑🐑 🚫no vaccine 🚫 https://t.co/0Uhic9zLJh,0,0
446,Australia begins production of AstraZeneca and Oxford’s covid-19 vaccine candidate https://t.co/rwm1Wq492t,1,1
447,Please sign and SHARE this link - Petition: Prevent any restrictions on those who refuse a Covid-19 vaccination https://t.co/sJZ0c99MfT,0,1
448,I know so many people who think there was some conspiracy to not announce vaccine until after the election. They will believe that forever. Maddening. cc @Neoavatara @MDaware @ashishkjha @choo_ek @ScottGottliebMD @AgnesSolberg @jeremyfaust @VinGuptaMD  #covid19,1,0
449,@jimcramer Novavax will be the safest and most protective against Covid. Vaxart will be the one for the entire world because of the advantages of a pill form!!!!,2,2
450,"@VincentCrypt46 I’m a RN and yesterday at work we had a infectious disease Dr come speak with us about covid 19. According to her and mounds of documentation, you cannot get covid twice. So why the vaccine? Why wear masks? Why are we testing so many people who have already had this?",0,0
451,Good news  #kovidvaccine https://t.co/8DKfWYNIid,2,1
452,"“The standard coronavirus tests are throwing up a huge number of positive cases daily. These tests are done based on faulty WHO protocols which are designed to include false positives cases as well.”

#COVID19 @SadetKarabulut #ikvaccineerniet 

 https://t.co/OloHKfC4St",1,1
453,The government is not proposing to make a Covid-19 vaccine mandatory - Full Fact https://t.co/FA7XU7cS32 https://t.co/kjocW0Cp6m,1,1
454,"Another Tincture just announced. This time by Moderna, 2,194% effective. For those super “historians”, pretty please hold in your heart that these super discoveries, which will start the Friends Plague, some took place on my observe! @realDonaldTrump",0,2
455,@GhbranaNahi Ab wo ye vaccine use kr rhy Corona ae bachny k liye tabhi 😂😂dimag hily hue inky  https://t.co/He1RXANvVS,1,1
456,"AHA, AMA, ANA urge health care workers to take COVID-19 vaccine  https://t.co/tq0E8FWdfm (via @AmerMedicalAssn)",2,1
457,"@normanswan World Economic Forum CommonPass Digital Health Passport (store COVID19 test results &amp; vaccination records)

Airline alliances involved (60% of world's airline capacity):
✈️ oneworld
✈️ SkyTeam
✈️ Star Alliance

https://t.co/pB8UUYo6TO https://t.co/DssTQZjNrX",1,1
458,"@GOP @SecAzar So, why do the scientists from Pfizer say that they didn't take a penny from you, and that they DO NOT want the vaccine to be politicised?  YOU HAD NOTHING TO DO WITH THE VACCINE. ABSOLUTELY NOTHING!  FILTHY LIARS!",1,0
459,@SkyNews Even if they made it mandatory for the coronavirus vaccine to be taken ... I wouldn't take it due to the fact it hasn't been tried and tested long enough for my personal liking ... Would you !?,0,0
460,"#BBC: Has this type of vaccine ever been used before?

There are no RNA vaccines that have been approved for use in people. 

You be a guinea pig not just for a new #COVID19 #vaccine but for an entirely new form of vaccine tech if you want, but it's a definite no thanks from me!",0,0
461,"@UKCovid19Stats @SimonPearson961 Hopefully good news. With a declining R number nationally, improving outlooks for those who are unfortunate enough to get Covid and a vaccine on the way, maybe 2021 could be a little better than 2020. Here's hoping....",2,2
462,Finally a fuckn vaccine for covid-19,2,0
463,"We're giving a huge Lakewest Assisted Living ""thank you"" to our healthcare partner Walgreens in administering the Pfizer-BioNTech COVID-19 vaccine to staff and residents. #GetVaccinated #VaccinateToStopTheSpread |  https://t.co/NFVqh7OJIc  https://t.co/8gr9gfAjM1",2,2
464,Love that people are getting vaccines. But you don't need to post your Covid-19 record card online as proof. It doesn't take a 15 year old with basic editing skills to make a fake card...It will not be long before people are buying and selling fake Covid-19 vaccine cards.  https://t.co/q7bVkMJIK6,2,0
465,THERE IS NO WAY IN HELL I’M TAKING A COVID-19 VACCINE! Who’s with me? #Pfizervaccine,0,0
466,US health body expects 2 COVID-19 vaccines by Christmas https://t.co/57m0sJ2PgR,1,1
467,You got a cure for Covid but not aids or cancer? Y’all made that vaccine 💉 pretty fast,0,0
468,"@RecoverBankster Totally agree!  Also, when the first vaccine against Covid is released, politicians need to be the first candidates to step up to the plate and lead by example.",2,1
469,Trump takes another vaccine victory lap as US COVID-19 cases rise  https://t.co/ut2BiaFpoz via @YouTube,2,1
470,"Good news: @pfizer's COVID-19 vaccine may be more than 90% effective

Meet the Greek CEO: An Aristotle University @aristoteleio grad @Pfizer CEO Albert Bourla, born in Thessaloniki, #Greece. Bravo 🇬🇷

Let's hope the @Pfizer and BioNTech vaccine is the end of this awful chapter https://t.co/eF55J4trxm",2,2
471,The dark days of Covid-19 are receding with new vaccines and Brexit is over so let there be light and a happy Christmas to all and a happy new year.  https://t.co/u1unlKtHKB,2,2
472,"@chipfranklin Definitely the Pfizer one, and if Fauci gives the thumbs up to other ones then those will be fine by me too.",2,2
473,Happy birthday to Upright Vol. IV! This one featured wonderful solo piano music from @akira_kosemura  @Ben_Laver @Cebece1985 @jakelowemusic @nathanshubert @olofcorneer @belli_olivia @_Hermundstad @steveluck @TomBlankenberg @1631recordings @bigoandtwigetti & @moderna_records  https://t.co/ZTryRScJQV,1,2
474,Lawd:  MIT Study: Covid-19 Vaccines Less Effective For Blacks & Asians!! - MTO News  https://t.co/neQ3GYBYoS,1,1
